"Account","Date","Merchant","Description","Amount","Type","Category","Sub-category","Property","Unit","Notes"
"Lion LFTY0435 DAO LLC - 804 S Quitman-804 S Quitman St Reserves-1601","October 27, 2024","Lion LFTY0435 DAO LLC  |  INTERNAL_TRANSFER","Lion LFTY0435 DAO LLC  |  INTERNAL_TRANSFER","2000","Transfers & Other","Transfers Between Accounts","General Transfers & Other","804 S Quitman St","",""
"Lion LFTY0435 DAO LLC - 804 S Quitman-804 S Quitman St Operations-1879","October 25, 2024","Wire to Elevated Home Remodeling LLC | 804 S Quitman Invoice 0028","Wire to Elevated Home Remodeling LLC | 804 S Quitman Invoice 0028","-20000","Loan Payments & Capex","Capital Expenditures","Remodeling","804 S Quitman St","","Extra work for foundation, electrical, plumbing"
"Lion LFTY0435 DAO LLC - 804 S Quitman-804 S Quitman St Operations-1879","October 25, 2024","Lion LFTY0435 DAO LLC  |  INTERNAL_TRANSFER","Lion LFTY0435 DAO LLC  |  INTERNAL_TRANSFER","22000","Transfers & Other","Transfers Between Accounts","General Transfers & Other","804 S Quitman St","",""
"Lion LFTY0435 DAO LLC - 804 S Quitman-804 S Quitman St Reserves-1601","October 25, 2024","Lion LFTY0435 DAO LLC  |  INTERNAL_TRANSFER","Lion LFTY0435 DAO LLC  |  INTERNAL_TRANSFER","-22000","Transfers & Other","Transfers Between Accounts","General Transfers & Other","804 S Quitman St","",""
"Lion LFTY0435 DAO LLC - 804 S Quitman-804 S Quitman St Operations-1879","October 25, 2024","VENMO","VENMO  |  PAYMENT |  1037782173111","-150","Loan Payments & Capex","Capital Expenditures","New Furniture & Equipment","804 S Quitman St","","3x 32-55" TVs from Eric LeMunyan"
"Lion LFTY0435 DAO LLC - 804 S Quitman-804 S Quitman St Operations-1879","October 24, 2024","Lion LFTY0435 DAO LLC  |  INTERNAL_TRANSFER","Lion LFTY0435 DAO LLC  |  INTERNAL_TRANSFER","500","Transfers & Other","Transfers Between Accounts","General Transfers & Other","804 S Quitman St","",""
"Lion LFTY0435 DAO LLC - 804 S Quitman-804 S Quitman St Reserves-1601","October 24, 2024","Lion LFTY0435 DAO LLC  |  INTERNAL_TRANSFER","Lion LFTY0435 DAO LLC  |  INTERNAL_TRANSFER","-500","Transfers & Other","Transfers Between Accounts","General Transfers & Other","804 S Quitman St","",""
"Lion LFTY0435 DAO LLC - 804 S Quitman-804 S Quitman St Operations-1879","October 23, 2024","ICHOOSR.US","Purchase from ICHOOSR.US  |  Address: HTTPSICHOOSR., DC, US  |  **6267","-150","Loan Payments & Capex","Capital Expenditures","Plumbing & Electrical","804 S Quitman St","","Deposit for SmartWave Solar"
"Grape LFTY403 DAO LLC - 724 3rd Ave-724 3rd Ave Operations-4314","October 23, 2024","Wolberg Lighting Design","Purchase from Wolberg Lighting Design  |  Address: Albany, NY, US  |  **1599","-1432.38","Loan Payments & Capex","Capital Expenditures","Plumbing & Electrical","724 3rd Ave","","2x Breaker Panel Upgrades"
"Lion LFTY0435 DAO LLC - 804 S Quitman-804 S Quitman St Operations-1879","October 22, 2024","Withdraw at WALGREENS #1-W55, 300 S FEDERAL BLVD  |  Address: DENVER, CO, US  |  **6267","Withdraw at WALGREENS #1-W55, 300 S FEDERAL BLVD  |  Address: DENVER, CO, US  |  **6267","-60","Loan Payments & Capex","Capital Expenditures","Flooring & Carpet","804 S Quitman St","","The Tile Shop $450 gift card from Peggy"
"Lion LFTY0435 DAO LLC - 804 S Quitman-804 S Quitman St Operations-1879","October 22, 2024","Withdraw at WALGREENS #1-W55, 300 S FEDERAL BLVD  |  Address: DENVER, CO, US  |  **6267","Withdraw at WALGREENS #1-W55, 300 S FEDERAL BLVD  |  Address: DENVER, CO, US  |  **6267","-300","Loan Payments & Capex","Capital Expenditures","Flooring & Carpet","804 S Quitman St","","The Tile Shop $450 gift card from Peggy"
"Earl Vanze Co-Faraday Rentals-4078","October 22, 2024","Lychee LFTY0431 DAO LLC  |  INTERNAL_TRANSFER","Lychee LFTY0431 DAO LLC  |  INTERNAL_TRANSFER","9","Operating Expenses","Supplies","Office Supplies & Postage","84 Madison Ave","","USPS Label"
"Lychee LFTY0431 DAO LLC - 84 Madison-84 Madison Ave Operations-2073","October 22, 2024","Earl Vanze Co  |  INTERNAL_TRANSFER","Earl Vanze Co  |  INTERNAL_TRANSFER","-9","Operating Expenses","Supplies","Office Supplies & Postage","84 Madison Ave","","USPS Label"
"ECO Systems, LLC-ECO Systems Operations-2624","October 22, 2024","Grape LFTY403 DAO LLC  |  INTERNAL_TRANSFER","Grape LFTY403 DAO LLC  |  INTERNAL_TRANSFER","-1600","Loan Payments & Capex","Capital Expenditures","Plumbing & Electrical","724 3rd Ave","","Advance for Electrical Upgrades"
"Grape LFTY403 DAO LLC - 724 3rd Ave-724 3rd Ave Operations-4314","October 22, 2024","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER","1600","Loan Payments & Capex","Capital Expenditures","Plumbing & Electrical","724 3rd Ave","","Electrical Upgrades"
"ECO Systems, LLC-ECO Systems Operations-2624","October 22, 2024","Earl Vanze Co  |  INTERNAL_TRANSFER","Earl Vanze Co  |  INTERNAL_TRANSFER","710","Transfers & Other","Owner Contributions/Distributions","General Transfers & Other","724 3rd Ave","","Advance for Electrical Upgrades"
"Earl Vanze Co-Faraday Rentals-4078","October 22, 2024","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER","-710","Transfers & Other","Owner Contributions/Distributions","General Transfers & Other","724 3rd Ave","","Advance for Electrical Upgrades"
"Earl Vanze Co-Faraday Rentals-4078","October 22, 2024","Lychee LFTY0431 DAO LLC  |  INTERNAL_TRANSFER","Lychee LFTY0431 DAO LLC  |  INTERNAL_TRANSFER","2000","Property Transactions","Down Payments","General Property Transactions","84 Madison Ave","","EMD"
"Lychee LFTY0431 DAO LLC - 84 Madison-84 Madison Ave Operations-2073","October 22, 2024","Earl Vanze Co  |  INTERNAL_TRANSFER","Earl Vanze Co  |  INTERNAL_TRANSFER","-2000","Property Transactions","Down Payments","General Property Transactions","84 Madison Ave","","EMD"
"Lychee LFTY0431 DAO LLC - 84 Madison-84 Madison Ave Operations-2073","October 22, 2024","Wesley Babcock  |  TRANSFER_O","Wesley Babcock  |  TRANSFER_O","3000","Transfers & Other","Owner Contributions/Distributions","General Transfers & Other","84 Madison Ave","","EMD"
"Lion LFTY0435 DAO LLC - 804 S Quitman-804 S Quitman St Reserves-1601","October 22, 2024","Lion LFTY0435 DAO LLC  |  INTERNAL_TRANSFER","Lion LFTY0435 DAO LLC  |  INTERNAL_TRANSFER","-316.55","Transfers & Other","Transfers Between Accounts","General Transfers & Other","804 S Quitman St","",""
"Lion LFTY0435 DAO LLC - 804 S Quitman-804 S Quitman St Operations-1879","October 22, 2024","Lion LFTY0435 DAO LLC  |  INTERNAL_TRANSFER","Lion LFTY0435 DAO LLC  |  INTERNAL_TRANSFER","316.55","Transfers & Other","Transfers Between Accounts","General Transfers & Other","804 S Quitman St","",""
"Lion LFTY0435 DAO LLC - 804 S Quitman-804 S Quitman St Operations-1879","October 18, 2024","AFFIRM   PAY 6IE","AFFIRM   PAY 6IE, AFFIRM   PAY 6IE, SAN FRANCISCO, CA, US  |  **6267","-101.6","Loan Payments & Capex","Capital Expenditures","New Furniture & Equipment","804 S Quitman St","","Payment for Amazon purchases - 4x SD cards"
"Lion LFTY0435 DAO LLC - 804 S Quitman-804 S Quitman St Operations-1879","October 18, 2024","AFFIRM   PAY GCP","AFFIRM   PAY GCP, AFFIRM   PAY GCP, SAN FRANCISCO, CA, US  |  **6267","-132.69","Loan Payments & Capex","Capital Expenditures","New Furniture & Equipment","804 S Quitman St","","Payment for Amazon purchases - 2x security cameras, Wi-Fi AP, 2x Ecobee "
"Lion LFTY0435 DAO LLC - 804 S Quitman-804 S Quitman St Reserves-1601","October 18, 2024","Lion LFTY0435 DAO LLC  |  INTERNAL_TRANSFER","Lion LFTY0435 DAO LLC  |  INTERNAL_TRANSFER","-500","Transfers & Other","Transfers Between Accounts","General Transfers & Other","804 S Quitman St","",""
"Lion LFTY0435 DAO LLC - 804 S Quitman-804 S Quitman St Operations-1879","October 18, 2024","Lion LFTY0435 DAO LLC  |  INTERNAL_TRANSFER","Lion LFTY0435 DAO LLC  |  INTERNAL_TRANSFER","500","Transfers & Other","Transfers Between Accounts","General Transfers & Other","804 S Quitman St","",""
"Lion LFTY0435 DAO LLC - 804 S Quitman-804 S Quitman St Operations-1879","October 18, 2024","AFFIRM   PAY NGM","AFFIRM   PAY NGM, AFFIRM   PAY NGM, SAN FRANCISCO, CA, US  |  **6267","-1141.8","Loan Payments & Capex","Capital Expenditures","New Furniture & Equipment","804 S Quitman St","","Payment for Amazon purchases - 2x security cameras, Wi-Fi AP, 2x Ecobee Thermostats, 2x Schlage Encode Locks"
"Lion LFTY0435 DAO LLC - 804 S Quitman-804 S Quitman St Operations-1879","October 18, 2024","Lion LFTY0435 DAO LLC  |  INTERNAL_TRANSFER","Lion LFTY0435 DAO LLC  |  INTERNAL_TRANSFER","1141.8","Transfers & Other","Transfers Between Accounts","General Transfers & Other","804 S Quitman St","","Payment for Amazon purchases - 2x security cameras, Wi-Fi AP, 2x Ecobee Thermostats, 2x Schlage Encode Locks"
"Lion LFTY0435 DAO LLC - 804 S Quitman-804 S Quitman St Reserves-1601","October 18, 2024","Lion LFTY0435 DAO LLC  |  INTERNAL_TRANSFER","Lion LFTY0435 DAO LLC  |  INTERNAL_TRANSFER","-1141.8","Transfers & Other","Transfers Between Accounts","General Transfers & Other","804 S Quitman St","","Payment for Amazon purchases - 2x security cameras, Wi-Fi AP, 2x Ecobee Thermostats, 2x Schlage Encode Locks"
"ECO Systems, LLC-ECO Systems Operations-2624","October 18, 2024","Grape LFTY403 DAO LLC  |  INTERNAL_TRANSFER","Grape LFTY403 DAO LLC  |  INTERNAL_TRANSFER","320","Transfers & Other","Transfers Between Accounts","General Transfers & Other","724 3rd Ave","","Reimburse Advance for Utilities Aug + Sept"
"Grape LFTY403 DAO LLC - 724 3rd Ave-724 3rd Ave Operations-4314","October 18, 2024","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER","-320","Transfers & Other","Transfers Between Accounts","General Transfers & Other","724 3rd Ave","","Reimburse Advance for Utilities Aug + Oct"
"Manually Added- Grape LFTY403 DAO LLC - 724 3rd Ave-724 3rd Ave Operations-4314","October 18, 2024","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER","725.44","Transfers & Other","Escrow Payments","General Transfers & Other","724 3rd Ave","",""
"Manually Added- Grape LFTY403 DAO LLC - 724 3rd Ave-724 3rd Ave Operations-4314","October 18, 2024","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER","136.14","Loan Payments & Capex","Mortgage Principal Payments","General Loan Payments & Capex","724 3rd Ave","",""
"Manually Added- Grape LFTY403 DAO LLC - 724 3rd Ave-724 3rd Ave Operations-4314","October 18, 2024","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER","284.58","Loan Payments & Capex","Mortgage Interest Payments","General Loan Payments & Capex","724 3rd Ave","",""
"Grape LFTY403 DAO LLC - 724 3rd Ave-724 3rd Ave Operations-4314","October 18, 2024","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER","-823.29","Transfers & Other","Transfers Between Accounts","General Transfers & Other","724 3rd Ave","Floor 2","Reimburse for shower leak 9/5 and furnace 9/27 repairs"
"ECO Systems, LLC-ECO Systems Operations-2624","October 18, 2024","Grape LFTY403 DAO LLC  |  INTERNAL_TRANSFER","Grape LFTY403 DAO LLC  |  INTERNAL_TRANSFER","823.29","Transfers & Other","Transfers Between Accounts","General Transfers & Other","724 3rd Ave","Floor 2","Reimburse for shower leak 9/5 and furnace 9/27 repairs"
"ECO Systems, LLC-ECO Systems Operations-2624","October 18, 2024","Grape LFTY403 DAO LLC  |  INTERNAL_TRANSFER","Grape LFTY403 DAO LLC  |  INTERNAL_TRANSFER","-1146.16","Loan Payments & Capex","Mortgage Payments","General Loan Payments & Capex","724 3rd Ave","","Mortgage Payment Reimbursement"
"ECO Systems, LLC-ECO Systems Operations-2624","October 17, 2024","Avocado LFTY0423 DAO LLC  |  TRANSFER_O","Avocado LFTY0423 DAO LLC  |  TRANSFER_O","2800","Transfers & Other","Transfers Between Accounts","General Transfers & Other","3560 Saint Albans Rd","","Reimbursement for Advances"
"ECO Systems, LLC-ECO Systems Operations-2624","October 17, 2024","Check deposit","Check deposit","1749","Operating Expenses","Insurance","Rental Dwelling","804 S Quitman St","","Refund for Canceled Policy from State Farm"
"Manually Added- Grape LFTY403 DAO LLC - 724 3rd Ave-724 3rd Ave Operations-4314","October 16, 2024","FREEDOM","FREEDOM  |  MTG PYMTS |  0126989383","-725.44","Transfers & Other","Escrow Payments","General Transfers & Other","724 3rd Ave","",""
"Manually Added- Grape LFTY403 DAO LLC - 724 3rd Ave-724 3rd Ave Operations-4314","October 16, 2024","FREEDOM","FREEDOM  |  MTG PYMTS |  0126989383","-284.58","Loan Payments & Capex","Mortgage Interest Payments","General Loan Payments & Capex","724 3rd Ave","",""
"Manually Added- Grape LFTY403 DAO LLC - 724 3rd Ave-724 3rd Ave Operations-4314","October 16, 2024","FREEDOM","FREEDOM  |  MTG PYMTS |  0126989383","-136.14","Loan Payments & Capex","Mortgage Principal Payments","General Loan Payments & Capex","724 3rd Ave","",""
"ECO Systems, LLC-ECO Systems Operations-2624","October 16, 2024","Avocado LFTY0423 DAO LLC  |  TRANSFER_O","Avocado LFTY0423 DAO LLC  |  TRANSFER_O","-500","Transfers & Other","Transfers Between Accounts","General Transfers & Other","3560 Saint Albans Rd","","Advance for NOI"
"ECO Systems, LLC-ECO Systems Operations-2624","October 15, 2024","Avocado LFTY0423 DAO LLC  |  TRANSFER_O","Avocado LFTY0423 DAO LLC  |  TRANSFER_O","-100","Transfers & Other","Transfers Between Accounts","General Transfers & Other","3560 Saint Albans Rd","","Advance for cleaning"
"Grape LFTY403 DAO LLC - 724 3rd Ave-724 3rd Ave Operations-4314","October 15, 2024","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER","200","Transfers & Other","Transfers Between Accounts","General Transfers & Other","724 3rd Ave","","Advance for Mortgage Payment"
"ECO Systems, LLC-ECO Systems Operations-2624","October 15, 2024","Grape LFTY403 DAO LLC  |  INTERNAL_TRANSFER","Grape LFTY403 DAO LLC  |  INTERNAL_TRANSFER","-200","Transfers & Other","Transfers Between Accounts","General Transfers & Other","724 3rd Ave","","Advance for utilities"
"ECO Systems, LLC-ECO Systems Operations-2624","October 15, 2024","Earl Vanze Co  |  INTERNAL_TRANSFER","Earl Vanze Co  |  INTERNAL_TRANSFER","200","Transfers & Other","Owner Contributions/Distributions","General Transfers & Other","724 3rd Ave","",""
"Earl Vanze Co-Faraday Rentals-4078","October 15, 2024","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER","-200","Transfers & Other","Owner Contributions/Distributions","General Transfers & Other","724 3rd Ave","",""
"Manually Added- Grape LFTY403 DAO LLC - 724 3rd Ave-724 3rd Ave Operations-4314","October 14, 2024","Grape LFTY403 DAO LLC  |  TRANSFER_O","Grape LFTY403 DAO LLC  |  TRANSFER_O","-510.42","Transfers & Other","Owner Contributions/Distributions","General Transfers & Other","724 3rd Ave","",""
"Manually Added- Grape LFTY403 DAO LLC - 724 3rd Ave-724 3rd Ave Operations-4314","October 14, 2024","Grape LFTY403 DAO LLC  |  TRANSFER_O","Grape LFTY403 DAO LLC  |  TRANSFER_O","-45.83","Operating Expenses","Legal & Other Professional Fees","Accounting & Tax Fees","724 3rd Ave","",""
"Grape LFTY403 DAO LLC - 724 3rd Ave-724 3rd Ave Operations-4314","October 14, 2024","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER","100","Transfers & Other","Transfers Between Accounts","General Transfers & Other","724 3rd Ave","","Advance for Mortgage Payment"
"ECO Systems, LLC-ECO Systems Operations-2624","October 14, 2024","Grape LFTY403 DAO LLC  |  INTERNAL_TRANSFER","Grape LFTY403 DAO LLC  |  INTERNAL_TRANSFER","-100","Transfers & Other","Transfers Between Accounts","General Transfers & Other","724 3rd Ave","","Advance for Utilities"
"ECO Systems, LLC-ECO Systems Operations-2624","October 14, 2024","Earl Vanze Co  |  INTERNAL_TRANSFER","Earl Vanze Co  |  INTERNAL_TRANSFER","100","Transfers & Other","Owner Contributions/Distributions","General Transfers & Other","724 3rd Ave","",""
"Earl Vanze Co-Faraday Rentals-4078","October 14, 2024","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER","-100","Transfers & Other","Owner Contributions/Distributions","General Transfers & Other","724 3rd Ave","",""
"ECO Systems, LLC-ECO Systems Operations-2624","October 11, 2024","Avocado LFTY0423 DAO LLC  |  TRANSFER_O","Avocado LFTY0423 DAO LLC  |  TRANSFER_O","-252.46","Transfers & Other","Transfers Between Accounts","General Transfers & Other","3560 Saint Albans Rd","","Advance for Turno cleaning"
"ECO Systems, LLC-724 3rd Ave-8802","October 11, 2024","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER","-171.12","Transfers & Other","Transfers Between Accounts","General Transfers & Other","724 3rd Ave","",""
"ECO Systems, LLC-ECO Systems Operations-2624","October 09, 2024","Avocado LFTY0423 DAO LLC  |  TRANSFER_O","Avocado LFTY0423 DAO LLC  |  TRANSFER_O","52.46","Transfers & Other","Transfers Between Accounts","General Transfers & Other","3560 Saint Albans Rd","","Return of advance"
"Lion LFTY0435 DAO LLC - 804 S Quitman-804 S Quitman St Operations-1879","October 09, 2024","Lion LFTY0435 DAO LLC  |  INTERNAL_TRANSFER","Lion LFTY0435 DAO LLC  |  INTERNAL_TRANSFER","-20000.72","Transfers & Other","Transfers Between Accounts","General Transfers & Other","804 S Quitman St","",""
"Lion LFTY0435 DAO LLC - 804 S Quitman-804 S Quitman St Reserves-1601","October 09, 2024","Lion LFTY0435 DAO LLC  |  INTERNAL_TRANSFER","Lion LFTY0435 DAO LLC  |  INTERNAL_TRANSFER","20000.72","Transfers & Other","Transfers Between Accounts","General Transfers & Other","804 S Quitman St","",""
"Grape LFTY403 DAO LLC - 724 3rd Ave-724 3rd Ave Operations-4314","October 09, 2024","ARCADIA","Purchase from ARCADIA  |  Address: HTTPSWWW.ARCA, DC, US  |  **6778","-285.33","Operating Expenses","Utilities","Gas & Electric","724 3rd Ave","",""
"Lion LFTY0435 DAO LLC - 804 S Quitman-804 S Quitman St Operations-1879","October 08, 2024","Wire from NATHANIEL GIPSON | /URI/NATIONAL SAVINGS","Wire from NATHANIEL GIPSON | /URI/NATIONAL SAVINGS","20000","Transfers & Other","Owner Contributions/Distributions","General Transfers & Other","804 S Quitman St","",""
"Grape LFTY403 DAO LLC - 724 3rd Ave-724 3rd Ave Operations-4314","October 08, 2024","Baselane","Baselane  |  Rent#378442","875","Revenue","Rents","General Revenue","724 3rd Ave","Floor 2",""
