Account,Date,Merchant,Description,Amount,Type,Category,Sub-category,Property,Unit,Notes
"ECO Systems, LLC-Aligned Operations-5957","June 02, 2025",Aligned Properties,Aligned Properti  |  WEB PMTS,-1000,,,,3850 W 17th St,,Unpaid Bills due to Aligned
"ECO Systems, LLC-Aligned Operations-5957","June 02, 2025",Aligned Properties,Aligned Properti  |  WEB PMTS,-1830.65,,,,13806 Coit Rd,,Unpaid Bills due to Aligned
"ECO Systems, LLC-ECO Systems Operations-2624","June 02, 2025",Lion LFTY0435 DAO LLC  |  INTERNAL_TRANSFER,Lion LFTY0435 DAO LLC  |  INTERNAL_TRANSFER,-500,Transfers & Other,Transfers Between Accounts,,804 S Quitman St,,
Lion LFTY0435 DAO LLC-804 S Quitman St Operations-1879,"June 02, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER",500,Transfers & Other,Transfers Between Accounts,,804 S Quitman St,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"June 01, 2025",Amazon.com*NN4BK4U20 | 90 Madison - 5/20,Amazon.com*NN4BK4U20 | 90 Madison - 5/20,-1.41,,,,90 Madison Ave,,Auto-split from 161400447
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"June 01, 2025",Amazon.com*NN4BK4U20 | 88 Madison - 6/20,Amazon.com*NN4BK4U20 | 88 Madison - 6/20,-1.68,,,,88 Madison Ave,,Auto-split from 161400447
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"June 01, 2025",Amazon.com*NN4BK4U20 | 86 Madison - 5/20,Amazon.com*NN4BK4U20 | 86 Madison - 5/20,-1.4,,,,86 Madison Ave,,Auto-split from 161400447
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"June 01, 2025",Amazon.com*NN4BK4U20 | 84 Madison - 4/20,Amazon.com*NN4BK4U20 | 84 Madison - 4/20,-1.12,,,,84 Madison Ave,,Auto-split from 161400447
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"June 01, 2025",Amazon.com*NN6761US0 | 90 Madison - 5/20,Amazon.com*NN6761US0 | 90 Madison - 5/20,-1.34,,,,90 Madison Ave,,Auto-split from 161400457
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"June 01, 2025",Amazon.com*NN6761US0 | 88 Madison - 6/20,Amazon.com*NN6761US0 | 88 Madison - 6/20,-1.61,,,,88 Madison Ave,,Auto-split from 161400457
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"June 01, 2025",Amazon.com*NN6761US0 | 86 Madison - 5/20,Amazon.com*NN6761US0 | 86 Madison - 5/20,-1.35,,,,86 Madison Ave,,Auto-split from 161400457
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"June 01, 2025",Amazon.com*NN6761US0 | 84 Madison - 4/20,Amazon.com*NN6761US0 | 84 Madison - 4/20,-1.08,,,,84 Madison Ave,,Auto-split from 161400457
,"June 01, 2025",90 Madison CAM,90 Madison CAM,-30,,,,90 Madison Ave,,Common Area Maintenance paid to Jazmine
,"June 01, 2025",Kevin McRae 90.1 6/2-6/3 cash extension,Kevin McRae 90.1 6/2-6/3 cash extension,30,,,,90 Madison Ave,, Kevin McRae 90.1 6/2-6/3 cash extension collected by Jazmine
"ECO Systems, LLC-ECO Systems Operations-2624","June 01, 2025",Lychee LFTY0431 DAO LLC  |  INTERNAL_TRANSFER,Lychee LFTY0431 DAO LLC  |  INTERNAL_TRANSFER,-400,Transfers & Other,Transfers Between Accounts,,84 Madison Ave,,
Lychee LFTY0431 DAO LLC-84 Madison Ave Operations-2073,"June 01, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER",400,Transfers & Other,Transfers Between Accounts,,84 Madison Ave,,
"ECO Systems, LLC-ECO Systems Operations-2624","June 01, 2025",AFFIRM   PAY ZJN,"AFFIRM   PAY ZJN, AFFIRM   PAY ZJN, SAN FRANCISCO, CA, US  |  **4225",-71.12,,,,84 Madison Ave,,Walmart; recurring payment
Lion LFTY0435 DAO LLC-804 S Quitman St Operations-1879,"May 31, 2025",THE HOME DEPOT #,"Purchase from THE HOME DEPOT #  |  Address: DENVER, CO, US  |  **6267",-67.77,,,,804 S Quitman St,,
Strawberry LFTY402 DAO LLC-90 Madison Ave Operations-0172,"May 31, 2025",CASH APP*90 MADISON AVE,"CASH APP*90 MADISON AVE, Oakland, CA, US  |  **2339",-510,Operating Expenses,Repairs,,90 Madison Ave,,
"ECO Systems, LLC-Aligned Operations-5957","May 30, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER #4 - 8708 Willard Lending $4,000 (50 shares) to EARLDAO per DAO approval 5/27/2025","ECO Systems, LLC  |  INTERNAL_TRANSFER",4000,Transfers & Other,Transfers Between Accounts,,EARLDAO,,"Lending $4,000 (50 shares) to EARLDAO per DAO approval 5/27/2025"
"ECO Systems, LLC-Aligned Operations-5957","May 30, 2025",EARLDAO Loan to Willard,"ECO Systems, LLC  |  INTERNAL_TRANSFER",-20000,Property Transactions,Other Loan Disbursements Received,,EARLDAO,,"Lending $4,000 (50 shares) to EARLDAO per DAO approval 5/27/2025"
"ECO Systems, LLC-Aligned Operations-5957","May 30, 2025",EARLDAO Due TO Yhome Nursing LLC,"ECO Systems, LLC  |  INTERNAL_TRANSFER",19897.82,Property Transactions,Other Loan Disbursements Received,,EARLDAO,,"Lending $4,000 (50 shares) to EARLDAO per DAO approval 5/27/2025"
"ECO Systems, LLC-Aligned Operations-5957","May 30, 2025",Loan Interest from Willard to EARLDAO,"ECO Systems, LLC  |  INTERNAL_TRANSFER",102.18,Loan Payments & Capex,Other Loan Interest Payments,,EARLDAO,,"Lending $4,000 (50 shares) to EARLDAO per DAO approval 5/27/2025"
"ECO Systems, LLC-8708 Willard Ave Operations-8777","May 30, 2025",EARLDAO Interest,"ECO Systems, LLC  |  INTERNAL_TRANSFER",-102.18,Loan Payments & Capex,Other Loan Interest Payments,,8708 Willard Ave,,"Lending $4,000 (50 shares) to EARLDAO per DAO approval 5/27/2025"
"ECO Systems, LLC-8708 Willard Ave Operations-8777","May 30, 2025",Payable to Yhome Nursing LLC,"ECO Systems, LLC  |  INTERNAL_TRANSFER",-19897.82,,,,8708 Willard Ave,,"Lending $4,000 (50 shares) to EARLDAO per DAO approval 5/27/2025"
"ECO Systems, LLC-8708 Willard Ave Operations-8777","May 30, 2025",Borrowed $20k from EARLDAO per DAO approval 5/27/2025,"ECO Systems, LLC  |  INTERNAL_TRANSFER",20000,Property Transactions,Other Loan Disbursements Received,,8708 Willard Ave,,"Lending $4,000 (50 shares) to EARLDAO per DAO approval 5/27/2025"
"ECO Systems, LLC-8708 Willard Ave Operations-8777","May 30, 2025","Lending $4,000 (50 shares) to EARLDAO per DAO approval 5/27/2025","ECO Systems, LLC  |  INTERNAL_TRANSFER",-4000,Loan Payments & Capex,Other Loan Principal Payments,,8708 Willard Ave,,"Lending $4,000 (50 shares) to EARLDAO per DAO approval 5/27/2025"
Lofty Holding 9919 S Oglesby Avenue DAO LLC-9919 S Oglesby Ave Operations-6771,"May 30, 2025",CASH APP*EARL CO,"CASH APP*EARL CO, Oakland, CA, US  |  **2376",-100,,,,9919 S Oglesby Ave,,Drywall Repair Francis Nanfuri
Lofty Holding 9919 S Oglesby Avenue DAO LLC-9919 S Oglesby Ave Operations-6771,"May 30, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER",500,Transfers & Other,Transfers Between Accounts,,9919 S Oglesby Ave,,Operating Reserve for Repairs and Maintenance
"ECO Systems, LLC-ECO Systems Operations-2624","May 30, 2025",Lofty Holding 9919 S Oglesby Avenue DAO LLC  |  INTERNAL_TRANSFER,Lofty Holding 9919 S Oglesby Avenue DAO LLC  |  INTERNAL_TRANSFER,-500,Transfers & Other,Transfers Between Accounts,,9919 S Oglesby Ave,,Operating Reserve for Repairs and Maintenance
"ECO Systems, LLC-918 Frederick Blvd Operations -8793","May 30, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER",-1500,Transfers & Other,Transfers Between Accounts,,918 Frederick Blvd,,"Lending $2,500 (50 shares) to EARLDAO per DAO approval 5/27/2025"
"ECO Systems, LLC-Aligned Operations-5957","May 30, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER",1500,Transfers & Other,Transfers Between Accounts,,918 Frederick Blvd,,Lending $2500 to EARLDAO per governance vote 5/27/25
"ECO Systems, LLC-918 Frederick Blvd Operations -8793","May 30, 2025","ECO Systems, LLC","ECO Systems, LLC  |  GV",1761.45,Transfers & Other,Transfers Between Accounts,,918 Frederick Blvd,,
Lion LFTY0435 DAO LLC-804 S Quitman St Operations-1879,"May 30, 2025",Wire to Merchants Mortgage & Trust Corp LLC | Loan 100208 for 804 S Quitman St 80219,Wire to Merchants Mortgage & Trust Corp LLC | Loan 100208 for 804 S Quitman St 80219,-4994.56,Loan Payments & Capex,Mortgage Interest Payments,,804 S Quitman St,,May 2025 Interest
Lion LFTY0435 DAO LLC-804 S Quitman St Operations-1879,"May 30, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER",5000,Transfers & Other,Owner Contributions/Distributions,,804 S Quitman St,,9000 USDC from Kyle McArthur via Coinbase
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"May 29, 2025",HOSPITABLE.COM,"Purchase from HOSPITABLE.COM  |  Address: 321-7107258, CA, US  |  **1559",-19.91,,,,22164 Umland Circle,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"May 29, 2025",HOSPITABLE.COM,"Purchase from HOSPITABLE.COM  |  Address: 321-7107258, CA, US  |  **1559",-19.92,,,,82 Madison Ave,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"May 29, 2025",HOSPITABLE.COM,"Purchase from HOSPITABLE.COM  |  Address: 321-7107258, CA, US  |  **1559",-19.92,,,,3560 Saint Albans Rd,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"May 29, 2025",HOSPITABLE.COM,"Purchase from HOSPITABLE.COM  |  Address: 321-7107258, CA, US  |  **1559",-39.83,,,,86 Madison Ave,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"May 29, 2025",HOSPITABLE.COM,"Purchase from HOSPITABLE.COM  |  Address: 321-7107258, CA, US  |  **1559",-59.75,,,,90 Madison Ave,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"May 29, 2025",HOSPITABLE.COM,"Purchase from HOSPITABLE.COM  |  Address: 321-7107258, CA, US  |  **1559",-79.67,,,,88 Madison Ave,,
"ECO Systems, LLC-ECO Systems Operations-2624","May 29, 2025",VENMO *Brittney Alexa,"VENMO *Brittney Alexa, Visa Direct, NY, US  |  **4225",-700,Operating Expenses,Advertising,,804 S Quitman St,,"Photography, Marketing, & MLS Listing"
"ECO Systems, LLC-ECO Systems Operations-2624","May 29, 2025",PELICAN LFTY0316 DAO LLC  |  INTERNAL_TRANSFER,PELICAN LFTY0316 DAO LLC  |  INTERNAL_TRANSFER,700,Transfers & Other,Transfers Between Accounts,,326 South Alcott Street,,"Photography, Marketing, and MLS Listing"
PELICAN LFTY0316 DAO LLC-326-332 S Alcott Operations-4400,"May 29, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER",-700,Transfers & Other,Transfers Between Accounts,,326 South Alcott Street,,"Photography, Marketing, and MLS Listing"
"ECO Systems, LLC-ECO Systems Operations-2624","May 29, 2025",Lion LFTY0435 DAO LLC  |  INTERNAL_TRANSFER,Lion LFTY0435 DAO LLC  |  INTERNAL_TRANSFER,700,Transfers & Other,Transfers Between Accounts,,804 S Quitman St,,"Photography, Marketing, and MLS Listing"
Lion LFTY0435 DAO LLC-804 S Quitman St Operations-1879,"May 29, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER",-700,Transfers & Other,Transfers Between Accounts,,804 S Quitman St,,"Photography, Marketing, and MLS Listing"
"ECO Systems, LLC-8708 Willard Ave Operations-8777","May 29, 2025","ECO Systems, LLC","ECO Systems, LLC  |  GV ",4000,Transfers & Other,Transfers Between Accounts,,8708 Willard Ave,,Transfer from DAO Operating Reserve for lending to EARLDAO
Snow Leopard LFTY0439 DAO LLC-86 Madison Ave Operations-8724,"May 29, 2025",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  FRAV5OXL5W,455.51,,,,86 Madison Ave,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"May 29, 2025",VRBO,VRBO  |  PAYMENT,259.41,,,,88 Madison Ave,,
Lion LFTY0435 DAO LLC-804 S Quitman St Operations-1879,"May 29, 2025",BURGER KING #3324,"Purchase from BURGER KING #3324  |  Address: https://prod., CO, US  |  **6267",-5.4,,,,804 S Quitman St,,
Lychee LFTY0431 DAO LLC-84 Madison Ave Operations-2073,"May 29, 2025",AMAZON MKTPL*NN1GI2HH1,"Purchase from AMAZON MKTPL*NN1GI2HH1  |  Address: Amzn.com/bill, WA, US  |  **5487",-29.52,,,,84 Madison Ave,,
"ECO Systems, LLC-ECO Systems Operations-2624","May 29, 2025",MINUTEKEY,"Purchase from MINUTEKEY  |  Address: BOULDER, CO, US  |  **4225",-14.19,,,,326 South Alcott Street,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"May 28, 2025",HULU,"HULU, HULU, SANTA MONICA, CA, US  |  **3073",-2.99,,,,88 Madison Ave,,
PELICAN LFTY0316 DAO LLC-326-332 S Alcott Operations-4400,"May 28, 2025",ECO Systems LLC,ECO Systems LLC  |  3261,3550,Transfers & Other,Owner Contributions/Distributions,,326 South Alcott Street,,DJ Scruggs Owner Contribution for AC Replacement 326 S Alcott St
Lychee LFTY0431 DAO LLC-84 Madison Ave Operations-2073,"May 28, 2025",Walmart.com,"Purchase from Walmart.com  |  Address: Bentonville, AR, US  |  **5487",-49.56,,,,84 Madison Ave,,
Strawberry LFTY402 DAO LLC-90 Madison Ave Operations-0172,"May 28, 2025",LOWE'S #1784,"Purchase from LOWE'S #1784  |  Address: GLENMONT, NY, US  |  **1539",-22.64,,,,90 Madison Ave,,
Earl Vanze Co-Faraday Rentals-4078,"May 28, 2025",TARGET DEBIT CRD,TARGET DEBIT CRD  |  ACH TRAN |  902002590757224,-38.96,,,,84 Madison Ave,,Declined Payment
Earl Vanze Co-Faraday Rentals-4078,"May 28, 2025",TARGET DEBIT CRD,Returned received ACH transaction #295860685 due to: Account has insufficient funds,38.96,,,,84 Madison Ave,,Declined Payment
Snow Leopard LFTY0439 DAO LLC-86 Madison Ave Operations-8724,"May 28, 2025",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  46YHFLJRWW,250.36,,,,86 Madison Ave,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"May 28, 2025",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  46YHFLJRWW,690.4,,,,88 Madison Ave,,
Strawberry LFTY402 DAO LLC-90 Madison Ave Operations-0172,"May 28, 2025",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  46YHFLJRWW,313.53,,,,90 Madison Ave,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"May 28, 2025",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  2IRW2J34AL,341.76,,,,88 Madison Ave,,
Snow Leopard LFTY0439 DAO LLC-86 Madison Ave Operations-8724,"May 28, 2025",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  2IRW2J34AL,324.24,,,,86 Madison Ave,,
Snow Leopard LFTY0439 DAO LLC-86 Madison Ave Operations-8724,"May 28, 2025",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  CKYJYJAAKC,492.98,,,,86 Madison Ave,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"May 28, 2025",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  CKYJYJAAKC,162.28,,,,88 Madison Ave,,
Strawberry LFTY402 DAO LLC-90 Madison Ave Operations-0172,"May 28, 2025",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  CKYJYJAAKC,638.64,,,,90 Madison Ave,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"May 28, 2025",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  WTFEJRVZQ3,332.18,,,,88 Madison Ave,,
Strawberry LFTY402 DAO LLC-90 Madison Ave Operations-0172,"May 28, 2025",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  WTFEJRVZQ3,475.24,,,,90 Madison Ave,,
"ECO Systems, LLC-Aligned Operations-5957","May 28, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER",1000,Transfers & Other,Transfers Between Accounts,,918 Frederick Blvd,,"Lending $2,500 (50 shares) to EARLDAO per DAO approval 5/27/2025"
"ECO Systems, LLC-918 Frederick Blvd Operations -8793","May 28, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER",-1000,Transfers & Other,Transfers Between Accounts,,918 Frederick Blvd,,"Lending $2,500 (50 shares) to EARLDAO per DAO approval 5/27/2025"
"ECO Systems, LLC-16713 Lotus Dr Operations-8792","May 28, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER",-1000,Transfers & Other,Transfers Between Accounts,,16713 Lotus Drive,,"Lending $1,000 (20 shares) to EARLDAO per DAO approval 5/27/2025"
"ECO Systems, LLC-Aligned Operations-5957","May 28, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER",1000,Transfers & Other,Transfers Between Accounts,,16713 Lotus Drive,,"Lending $1,000 (20 shares) to EARLDAO per DAO approval 5/27/2025"
"ECO Systems, LLC-Aligned Operations-5957","May 28, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER",750,Transfers & Other,Transfers Between Accounts,,3493 West 119th St,,Lending $750 (15 shares) to EARLDAO per DAO approval 5/27/2025
"ECO Systems, LLC-3493 West 119th St Operations-8791","May 28, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER",-750,Transfers & Other,Transfers Between Accounts,,3493 West 119th St,,Lending $750 (15 shares) to EARLDAO per DAO approval 5/27/2025
"ECO Systems, LLC-3905 East 189th St-8788","May 28, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER",-900,Transfers & Other,Transfers Between Accounts,,3905 E 189th St,,Lending $900 (18 shares) to EARLDAO per DAO approval 5/27/2025
"ECO Systems, LLC-Aligned Operations-5957","May 28, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER",900,Transfers & Other,Transfers Between Accounts,,EARLDAO,,Lending $900 (18 shares) to EARLDAO per DAO approval 5/27/2025
"ECO Systems, LLC-Aligned Operations-5957","May 28, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER",5300,Transfers & Other,Transfers Between Accounts,,4318 Clybourne Ave,,"Lending $5,300/$5,550 (106 shares) to EARLDAO per DAO approval 5/27/2025"
"ECO Systems, LLC-4318 Clybourne Ave Operations-6427","May 28, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER",-5300,Transfers & Other,Transfers Between Accounts,,4318 Clybourne Ave,,"Lending $5,300/$5,550 (106 shares) to EARLDAO per DAO approval 5/27/2025"
"ECO Systems, LLC-16713 Lotus Dr Operations-8792","May 28, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER",1021.5,Transfers & Other,Transfers Between Accounts,,16713 Lotus Drive,,May 2025 Net Rents from Aligned
"ECO Systems, LLC-ECO Systems Reserves-9971","May 28, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER",-1021.5,Transfers & Other,Transfers Between Accounts,,16713 Lotus Drive,,May 2025 Net Rents from Aligned
"ECO Systems, LLC-3493 West 119th St Operations-8791","May 28, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER",1125.5,Transfers & Other,Transfers Between Accounts,,3493 West 119th St,,May 2025 Net Rents from Aligned
"ECO Systems, LLC-918 Frederick Blvd Operations -8793","May 28, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER",1034.77,Transfers & Other,Transfers Between Accounts,,918 Frederick Blvd,,May 2025 Net Rents from Aligned
"ECO Systems, LLC-ECO Systems Reserves-9971","May 28, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER",-1034.77,Transfers & Other,Transfers Between Accounts,,918 Frederick Blvd,,May 2025 Net Rents from Aligned
"ECO Systems, LLC-4318 Clybourne Ave Operations-6427","May 28, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER",5311.77,Transfers & Other,Transfers Between Accounts,,4318 Clybourne Ave,,
"ECO Systems, LLC-ECO Systems Reserves-9971","May 28, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER",-5311.77,Transfers & Other,Transfers Between Accounts,,4318 Clybourne Ave,,
Lychee LFTY0431 DAO LLC-84 Madison Ave Operations-2073,"May 28, 2025",AMAZON MKTPL*N60BH3FD2,"Purchase from AMAZON MKTPL*N60BH3FD2  |  Address: Amzn.com/bill, WA, US  |  **5487",-52.9,,,,84 Madison Ave,,
Lychee LFTY0431 DAO LLC-84 Madison Ave Operations-2073,"May 27, 2025",Walmart.com | 90 Madison - 5/20,Walmart.com | 90 Madison - 5/20,-2.16,,,,90 Madison Ave,,Auto-split from 160626096
Lychee LFTY0431 DAO LLC-84 Madison Ave Operations-2073,"May 27, 2025",Walmart.com | 88 Madison - 6/20,Walmart.com | 88 Madison - 6/20,-2.6,,,,88 Madison Ave,,Auto-split from 160626096
Lychee LFTY0431 DAO LLC-84 Madison Ave Operations-2073,"May 27, 2025",Walmart.com | 86 Madison - 5/20,Walmart.com | 86 Madison - 5/20,-2.16,,,,86 Madison Ave,,Auto-split from 160626096
Lychee LFTY0431 DAO LLC-84 Madison Ave Operations-2073,"May 27, 2025",Walmart.com | 84 Madison - 4/20,Walmart.com | 84 Madison - 4/20,-1.73,,,,84 Madison Ave,,Auto-split from 160626096
Lychee LFTY0431 DAO LLC-84 Madison Ave Operations-2073,"May 27, 2025",Walmart.com,"Purchase from Walmart.com  |  Address: Bentonville, AR, US  |  **5487",-11.71,,,,88 Madison Ave,,Paper Towels x2 and Bleach x4
Lychee LFTY0431 DAO LLC-84 Madison Ave Operations-2073,"May 27, 2025",Walmart.com,"Purchase from Walmart.com  |  Address: Bentonville, AR, US  |  **5487",-20.35,,,,86 Madison Ave,,Paper Towels x2 and Bleach x4
Lychee LFTY0431 DAO LLC-84 Madison Ave Operations-2073,"May 27, 2025",Walmart.com,"Purchase from Walmart.com  |  Address: Bentonville, AR, US  |  **5487",-20.35,,,,90 Madison Ave,,Paper Towels x2 and Bleach x4
Strawberry LFTY402 DAO LLC-90 Madison Ave Operations-0172,"May 27, 2025",LOWES #01784*,"Return from LOWES #01784*  |  Address: GLENMONT, NY, US  |  **1539",46.96,,,,90 Madison Ave,,
"ECO Systems, LLC-ECO Systems Operations-2624","May 27, 2025",PELICAN LFTY0316 DAO LLC  |  INTERNAL_TRANSFER,PELICAN LFTY0316 DAO LLC  |  INTERNAL_TRANSFER,50,Transfers & Other,Transfers Between Accounts,,326 South Alcott Street,,Reimbursement for temporary consolidation
PELICAN LFTY0316 DAO LLC-326-332 S Alcott Operations-4400,"May 27, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER",-50,Transfers & Other,Transfers Between Accounts,,326 South Alcott Street,,Reimbursement for AC Service Call Swan Heating
PELICAN LFTY0316 DAO LLC-326-332 S Alcott Operations-4400,"May 27, 2025",Wire to Elevated Home Remodeling LLC | AC Replacement 326 S Alcott St,Wire to Elevated Home Remodeling LLC | AC Replacement 326 S Alcott St,-3550,,,,326 South Alcott Street,,AC Replacement 326 S Alcott St
PELICAN LFTY0316 DAO LLC-326-332 S Alcott Operations-4400,"May 27, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER",4000,Transfers & Other,Transfers Between Accounts,,326 South Alcott Street,,Reimbursement for temporary consolidation
